t8_aux001_sup002_cs000/final

Soft/default routing

====================================================================================================
Smoke Test Case: French
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Tu es un assistant virtuel. Raconte-moi ta routine matinale avant d'aller au travail. Utilise des verbes pronominaux.

### Response:


Generating...
Je me lève à 6 heures du matin, prends une douche, prépare un petit déjeuner sain et me prépare pour aller au travail.


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
 program                  |     1.0000 |     0.0000 |     0.0000
ar                        |     1.0000 |     0.0000 |     0.0000
 les                      |     1.0000 |     0.0000 |     0.0000
 me                       |     0.0000 |     1.0000 |     0.0000
ves                       |     1.0000 |     0.0000 |     0.0000
 tas                      |     0.0000 |     1.0000 |     0.0000
ques                      |     1.0000 |     0.0000 |     0.0000
 i                        |     1.0000 |     0.0000 |     0.0000
 cites                    |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 i                        |     0.0000 |     1.0000 |     0.0000
 tamb                     |     0.0000 |     1.0000 |     0.0000
é                         |     0.0000 |     1.0000 |     0.0000
 per                      |     1.0000 |     0.0000 |     0.0000
 fer                      |     1.0000 |     0.0000 |     0.0000
 un                       |     1.0000 |     0.0000 |     0.0000
 segu                     |     0.0000 |     1.0000 |     0.0000
iment                     |     1.0000 |     0.0000 |     0.0000
 de                       |     1.0000 |     0.0000 |     0.0000
 qu                       |     0.0000 |     1.0000 |     0.0000
alse                      |     0.0000 |     1.0000 |     0.0000
vol                       |     1.0000 |     0.0000 |     0.0000
 es                       |     0.0000 |     1.0000 |     0.0000
de                        |     0.0000 |     1.0000 |     0.0000
ven                       |     0.0000 |     1.0000 |     0.0000
iment                     |     1.0000 |     0.0000 |     0.0000
 o                        |     1.0000 |     0.0000 |     0.0000
 record                   |     1.0000 |     0.0000 |     0.0000
atori                     |     1.0000 |     0.0000 |     0.0000
 important                |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000

Showing Probabilities for Layer: base_model.model.model.layers.8.self_attn.q_proj (Sequence-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.0000 |     1.0000 |     0.0000
###                       |     0.0000 |     1.0000 |     0.0000
 Instruction              |     0.0000 |     1.0000 |     0.0000
:\n                       |     0.0000 |     1.0000 |     0.0000
E                         |     0.0000 |     1.0000 |     0.0000
ts                        |     0.0000 |     1.0000 |     0.0000
 un                       |     0.0000 |     1.0000 |     0.0000
 assist                   |     0.0000 |     1.0000 |     0.0000
ent                       |     0.0000 |     1.0000 |     0.0000
 virtual                  |     0.0000 |     1.0000 |     0.0000
.                         |     0.0000 |     1.0000 |     0.0000
 Exp                      |     0.0000 |     1.0000 |     0.0000
lica                      |     0.0000 |     1.0000 |     0.0000
 la                       |     0.0000 |     1.0000 |     0.0000
 te                       |     0.0000 |     1.0000 |     0.0000
va                        |     0.0000 |     1.0000 |     0.0000
 rut                      |     0.0000 |     1.0000 |     0.0000
ina                       |     0.0000 |     1.0000 |     0.0000
 del                      |     0.0000 |     1.0000 |     0.0000
 mat                      |     0.0000 |     1.0000 |     0.0000
i                         |     0.0000 |     1.0000 |     0.0000
                          |     0.0000 |     1.0000 |     0.0000
abans                     |     0.0000 |     1.0000 |     0.0000
                          |     0.0000 |     1.0000 |     0.0000
d                         |     0.0000 |     1.0000 |     0.0000
anar                      |     0.0000 |     1.0000 |     0.0000
 a                        |     0.0000 |     1.0000 |     0.0000
 la                       |     0.0000 |     1.0000 |     0.0000
 fe                       |     0.0000 |     1.0000 |     0.0000
ina                       |     0.0000 |     1.0000 |     0.0000
.                         |     0.0000 |     1.0000 |     0.0000
 Util                     |     0.0000 |     1.0000 |     0.0000
it                        |     0.0000 |     1.0000 |     0.0000
za                        |     0.0000 |     1.0000 |     0.0000
 verbs                    |     0.0000 |     1.0000 |     0.0000
 pr                       |     0.0000 |     1.0000 |     0.0000
onom                      |     0.0000 |     1.0000 |     0.0000
inals                     |     0.0000 |     1.0000 |     0.0000
.\n\n                     |     0.0000 |     1.0000 |     0.0000
###                       |     0.0000 |     1.0000 |     0.0000
 Response                 |     0.0000 |     1.0000 |     0.0000
:\n                       |     0.0000 |     1.0000 |     0.0000
Com                       |     0.0000 |     1.0000 |     0.0000
 a                        |     0.0000 |     1.0000 |     0.0000
 assist                   |     0.0000 |     1.0000 |     0.0000
ent                       |     0.0000 |     1.0000 |     0.0000
 virtual                  |     0.0000 |     1.0000 |     0.0000
,                         |     0.0000 |     1.0000 |     0.0000
 la                       |     0.0000 |     1.0000 |     0.0000
 me                       |     0.0000 |     1.0000 |     0.0000
va                        |     0.0000 |     1.0000 |     0.0000
 rut                      |     0.0000 |     1.0000 |     0.0000
ina                       |     0.0000 |     1.0000 |     0.0000
 del                      |     0.0000 |     1.0000 |     0.0000
 mat                      |     0.0000 |     1.0000 |     0.0000
í                         |     0.0000 |     1.0000 |     0.0000
                          |     0.0000 |     1.0000 |     0.0000
abans                     |     0.0000 |     1.0000 |     0.0000
                          |     0.0000 |     1.0000 |     0.0000
d                         |     0.0000 |     1.0000 |     0.0000
anar                      |     0.0000 |     1.0000 |     0.0000
 a                        |     0.0000 |     1.0000 |     0.0000
 la                       |     0.0000 |     1.0000 |     0.0000
 fe                       |     0.0000 |     1.0000 |     0.0000
ina                       |     0.0000 |     1.0000 |     0.0000
 com                      |     0.0000 |     1.0000 |     0.0000
ença                      |     0.0000 |     1.0000 |     0.0000
 amb                      |     0.0000 |     1.0000 |     0.0000
 la                       |     0.0000 |     1.0000 |     0.0000
 configur                 |     0.0000 |     1.0000 |     0.0000
aci                       |     0.0000 |     1.0000 |     0.0000
ó                         |     0.0000 |     1.0000 |     0.0000
 de                       |     0.0000 |     1.0000 |     0.0000
 la                       |     0.0000 |     1.0000 |     0.0000
 me                       |     0.0000 |     1.0000 |     0.0000
va                        |     0.0000 |     1.0000 |     0.0000
 program                  |     0.0000 |     1.0000 |     0.0000
aci                       |     0.0000 |     1.0000 |     0.0000
ó                         |     0.0000 |     1.0000 |     0.0000
 per                      |     0.0000 |     1.0000 |     0.0000
 al                       |     0.0000 |     1.0000 |     0.0000
 dia                      |     0.0000 |     1.0000 |     0.0000
.                         |     0.0000 |     1.0000 |     0.0000
 Util                     |     0.0000 |     1.0000 |     0.0000
itz                       |     0.0000 |     1.0000 |     0.0000
o                         |     0.0000 |     1.0000 |     0.0000
 el                       |     0.0000 |     1.0000 |     0.0000
 meu                      |     0.0000 |     1.0000 |     0.0000
 calend                   |     0.0000 |     1.0000 |     0.0000
ari                       |     0.0000 |     1.0000 |     0.0000
 per                      |     0.0000 |     1.0000 |     0.0000
 program                  |     0.0000 |     1.0000 |     0.0000
ar                        |     0.0000 |     1.0000 |     0.0000
 les                      |     0.0000 |     1.0000 |     0.0000
 me                       |     0.0000 |     1.0000 |     0.0000
ves                       |     0.0000 |     1.0000 |     0.0000
 tas                      |     0.0000 |     1.0000 |     0.0000
ques                      |     0.0000 |     1.0000 |     0.0000
 i                        |     0.0000 |     1.0000 |     0.0000
 cites                    |     0.0000 |     1.0000 |     0.0000
,                         |     0.0000 |     1.0000 |     0.0000
 i                        |     0.0000 |     1.0000 |     0.0000
 tamb                     |     0.0000 |     1.0000 |     0.0000
é                         |     0.0000 |     1.0000 |     0.0000
 per                      |     0.0000 |     1.0000 |     0.0000
 fer                      |     0.0000 |     1.0000 |     0.0000
 un                       |     0.0000 |     1.0000 |     0.0000
 segu                     |     0.0000 |     1.0000 |     0.0000
iment                     |     0.0000 |     1.0000 |     0.0000
 de                       |     0.0000 |     1.0000 |     0.0000
 qu                       |     0.0000 |     1.0000 |     0.0000
alse                      |     0.0000 |     1.0000 |     0.0000
vol                       |     0.0000 |     1.0000 |     0.0000
 es                       |     0.0000 |     1.0000 |     0.0000
de                        |     0.0000 |     1.0000 |     0.0000
ven                       |     0.0000 |     1.0000 |     0.0000
iment                     |     0.0000 |     1.0000 |     0.0000
 o                        |     0.0000 |     1.0000 |     0.0000
 record                   |     0.0000 |     1.0000 |     0.0000
atori                     |     0.0000 |     1.0000 |     0.0000
 important                |     0.0000 |     1.0000 |     0.0000
.                         |     0.0000 |     1.0000 |     0.0000

====================================================================================================
Smoke Test Case: Occitan
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Sès un assistent virtual. Conta-me ta rutina del matin abans d'anar al trabalh. Utiliza de vèrbs pronominals.

### Response:


Generating...
Abans d'entrar al trabalh, soi l'assistant virtual. Quand le matin arrive, soi l'assistant virtual. Quora l'assistant virtual s'assegurèt que t'èras preparat per l'instant, t'avisèt que t'èras d'ora. L'assistant virtual t'a tanben deman


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.0000 |     0.0000 |     1.0000
###                       |     1.0000 |     0.0000 |     0.0000
 Instruction              |     0.0000 |     0.0000 |     1.0000
:\n                       |     0.0000 |     0.0000 |     1.0000
S                         |     0.0000 |     0.0000 |     1.0000
ès                        |     0.0000 |     0.0000 |     1.0000
 un                       |     1.0000 |     0.0000 |     0.0000
 assist                   |     0.0000 |     0.0000 |     1.0000
ent                       |     1.0000 |     0.0000 |     0.0000
 virtual                  |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
 Cont                     |     0.0000 |     0.0000 |     1.0000
a                         |     0.0000 |     0.0000 |     1.0000
-me                       |     1.0000 |     0.0000 |     0.0000
 ta                       |     1.0000 |     0.0000 |     0.0000
 rut                      |     0.0000 |     0.0000 |     1.0000
ina                       |     0.0000 |     1.0000 |     0.0000
 del                      |     0.0000 |     0.0000 |     1.0000
 mat                      |     0.0000 |     0.0000 |     1.0000
in                        |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
abans                     |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
d                         |     0.0000 |     0.0000 |     1.0000
anar                      |     1.0000 |     0.0000 |     0.0000
 al                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
trabalh                   |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
 Util                     |     0.0000 |     0.0000 |     1.0000
iza                       |     0.0000 |     0.0000 |     1.0000
 de                       |     0.0000 |     0.0000 |     1.0000
 v                        |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
r                         |     0.0000 |     0.0000 |     1.0000
bs                        |     1.0000 |     0.0000 |     0.0000
 pr                       |     0.0000 |     0.0000 |     1.0000
onom                      |     1.0000 |     0.0000 |     0.0000
inals                     |     1.0000 |     0.0000 |     0.0000
.\n\n                     |     1.0000 |     0.0000 |     0.0000
###                       |     1.0000 |     0.0000 |     0.0000
 Response                 |     0.0000 |     1.0000 |     0.0000
:\n                       |     1.0000 |     0.0000 |     0.0000
Ab                        |     0.0000 |     0.0000 |     1.0000
ans                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
d                         |     0.0000 |     0.0000 |     1.0000
entr                      |     0.0000 |     1.0000 |     0.0000
ar                        |     1.0000 |     0.0000 |     0.0000
 al                       |     0.0000 |     1.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
trabalh                   |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
soi                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     1.0000 |     0.0000 |     0.0000
assistant                 |     1.0000 |     0.0000 |     0.0000
 virtual                  |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
Quand                     |     1.0000 |     0.0000 |     0.0000
 le                       |     1.0000 |     0.0000 |     0.0000
 mat                      |     0.0000 |     0.0000 |     1.0000
in                        |     1.0000 |     0.0000 |     0.0000
 arrive                   |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
soi                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     1.0000 |     0.0000 |     0.0000
assistant                 |     1.0000 |     0.0000 |     0.0000
 virtual                  |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
Quora                     |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     1.0000 |     0.0000 |     0.0000
assistant                 |     1.0000 |     0.0000 |     0.0000
 virtual                  |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
s                         |     1.0000 |     0.0000 |     0.0000
as                        |     0.0000 |     0.0000 |     1.0000
segur                     |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
t                         |     1.0000 |     0.0000 |     0.0000
 que                      |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
t                         |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ras                       |     0.0000 |     0.0000 |     1.0000
 prepar                   |     1.0000 |     0.0000 |     0.0000
at                        |     1.0000 |     0.0000 |     0.0000
 per                      |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
instant                   |     0.0000 |     0.0000 |     1.0000
,                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
t'a                       |     0.0000 |     0.0000 |     1.0000
vis                       |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
t                         |     1.0000 |     0.0000 |     0.0000
 que                      |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
t                         |     1.0000 |     0.0000 |     0.0000
è                         |     0.0000 |     0.0000 |     1.0000
ras                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
d                         |     0.0000 |     0.0000 |     1.0000
ora                       |     0.0000 |     0.0000 |     1.0000
.                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
L                         |     0.0000 |     0.0000 |     1.0000
assistant                 |     1.0000 |     0.0000 |     0.0000
 virtual                  |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
t                         |     1.0000 |     0.0000 |     0.0000
a                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
tanben                    |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
deman                     |     0.0000 |     0.0000 |     1.0000

Showing Probabilities for Layer: base_model.model.model.layers.8.self_attn.q_proj (Sequence-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.0000 |     0.0000 |     1.0000
###                       |     0.0000 |     0.0000 |     1.0000
 Instruction              |     0.0000 |     0.0000 |     1.0000
:\n                       |     0.0000 |     0.0000 |     1.0000
S                         |     0.0000 |     0.0000 |     1.0000
ès                        |     0.0000 |     0.0000 |     1.0000
 un                       |     0.0000 |     0.0000 |     1.0000
 assist                   |     0.0000 |     0.0000 |     1.0000
ent                       |     0.0000 |     0.0000 |     1.0000
 virtual                  |     0.0000 |     0.0000 |     1.0000
.                         |     0.0000 |     0.0000 |     1.0000
 Cont                     |     0.0000 |     0.0000 |     1.0000
a                         |     0.0000 |     0.0000 |     1.0000
-me                       |     0.0000 |     0.0000 |     1.0000
 ta                       |     0.0000 |     0.0000 |     1.0000
 rut                      |     0.0000 |     0.0000 |     1.0000
ina                       |     0.0000 |     0.0000 |     1.0000
 del                      |     0.0000 |     0.0000 |     1.0000
 mat                      |     0.0000 |     0.0000 |     1.0000
in                        |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
abans                     |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
d                         |     0.0000 |     0.0000 |     1.0000
anar                      |     0.0000 |     0.0000 |     1.0000
 al                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
trabalh                   |     0.0000 |     0.0000 |     1.0000
.                         |     0.0000 |     0.0000 |     1.0000
 Util                     |     0.0000 |     0.0000 |     1.0000
iza                       |     0.0000 |     0.0000 |     1.0000
 de                       |     0.0000 |     0.0000 |     1.0000
 v                        |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
r                         |     0.0000 |     0.0000 |     1.0000
bs                        |     0.0000 |     0.0000 |     1.0000
 pr                       |     0.0000 |     0.0000 |     1.0000
onom                      |     0.0000 |     0.0000 |     1.0000
inals                     |     0.0000 |     0.0000 |     1.0000
.\n\n                     |     0.0000 |     0.0000 |     1.0000
###                       |     0.0000 |     0.0000 |     1.0000
 Response                 |     0.0000 |     0.0000 |     1.0000
:\n                       |     0.0000 |     0.0000 |     1.0000
Ab                        |     0.0000 |     0.0000 |     1.0000
ans                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
d                         |     0.0000 |     0.0000 |     1.0000
entr                      |     0.0000 |     0.0000 |     1.0000
ar                        |     0.0000 |     0.0000 |     1.0000
 al                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
trabalh                   |     0.0000 |     0.0000 |     1.0000
,                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
soi                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
assistant                 |     0.0000 |     0.0000 |     1.0000
 virtual                  |     0.0000 |     0.0000 |     1.0000
.                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
Quand                     |     0.0000 |     0.0000 |     1.0000
 le                       |     0.0000 |     0.0000 |     1.0000
 mat                      |     0.0000 |     0.0000 |     1.0000
in                        |     0.0000 |     0.0000 |     1.0000
 arrive                   |     0.0000 |     0.0000 |     1.0000
,                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
soi                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
assistant                 |     0.0000 |     0.0000 |     1.0000
 virtual                  |     0.0000 |     0.0000 |     1.0000
.                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
Quora                     |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
assistant                 |     0.0000 |     0.0000 |     1.0000
 virtual                  |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
s                         |     0.0000 |     0.0000 |     1.0000
as                        |     0.0000 |     0.0000 |     1.0000
segur                     |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
t                         |     0.0000 |     0.0000 |     1.0000
 que                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
t                         |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ras                       |     0.0000 |     0.0000 |     1.0000
 prepar                   |     0.0000 |     0.0000 |     1.0000
at                        |     0.0000 |     0.0000 |     1.0000
 per                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
instant                   |     0.0000 |     0.0000 |     1.0000
,                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
t'a                       |     0.0000 |     0.0000 |     1.0000
vis                       |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
t                         |     0.0000 |     0.0000 |     1.0000
 que                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
t                         |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ras                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
d                         |     0.0000 |     0.0000 |     1.0000
ora                       |     0.0000 |     0.0000 |     1.0000
.                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
L                         |     0.0000 |     0.0000 |     1.0000
assistant                 |     0.0000 |     0.0000 |     1.0000
 virtual                  |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
t                         |     0.0000 |     0.0000 |     1.0000
a                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
tanben                    |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
deman                     |     0.0000 |     0.0000 |     1.0000

====================================================================================================
Smoke Test Case: Code-Switch
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Escriu un pichon paragraf majoritàriament en francés, mas inserís naturalament una corta expression occitana e una autra catalana.

### Response:


Generating...
L'été est l'instant où la chaleur s'est apodèra de l'atmosfèra, e la fèsta dels enfants s'acaba dins l'arena. L'aiga de la mar s'èra cauda, e la luna s'èra alçada dins lo cèl.


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.0000 |     0.0000 |     1.0000
###                       |     1.0000 |     0.0000 |     0.0000
 Instruction              |     0.0000 |     0.0000 |     1.0000
:\n                       |     0.0000 |     0.0000 |     1.0000
Escriu                    |     0.0000 |     0.0000 |     1.0000
 un                       |     0.0000 |     1.0000 |     0.0000
 p                        |     0.0000 |     0.0000 |     1.0000
ich                       |     0.0000 |     0.0000 |     1.0000
on                        |     1.0000 |     0.0000 |     0.0000
 par                      |     1.0000 |     0.0000 |     0.0000
agra                      |     0.0000 |     1.0000 |     0.0000
f                         |     0.0000 |     0.0000 |     1.0000
 major                    |     0.0000 |     0.0000 |     1.0000
ità                       |     0.0000 |     0.0000 |     1.0000
ri                        |     0.0000 |     0.0000 |     1.0000
ament                     |     1.0000 |     0.0000 |     0.0000
 en                       |     1.0000 |     0.0000 |     0.0000
 franc                    |     1.0000 |     0.0000 |     0.0000
és                        |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 mas                      |     0.0000 |     0.0000 |     1.0000
 inser                    |     0.0000 |     0.0000 |     1.0000
ís                        |     0.0000 |     0.0000 |     1.0000
 natural                  |     0.0000 |     0.0000 |     1.0000
ament                     |     1.0000 |     0.0000 |     0.0000
 una                      |     1.0000 |     0.0000 |     0.0000
 cort                     |     0.0000 |     0.0000 |     1.0000
a                         |     0.0000 |     0.0000 |     1.0000
 expression               |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
occitana                  |     0.0000 |     0.0000 |     1.0000
 e                        |     1.0000 |     0.0000 |     0.0000
 una                      |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
autra                     |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
catalan                   |     0.0000 |     0.0000 |     1.0000
a                         |     1.0000 |     0.0000 |     0.0000
.\n\n                     |     1.0000 |     0.0000 |     0.0000
###                       |     1.0000 |     0.0000 |     0.0000
 Response                 |     0.0000 |     1.0000 |     0.0000
:\n                       |     1.0000 |     0.0000 |     0.0000
L                         |     1.0000 |     0.0000 |     0.0000
été                       |     1.0000 |     0.0000 |     0.0000
 est                      |     1.0000 |     0.0000 |     0.0000
                          |     1.0000 |     0.0000 |     0.0000
l                         |     1.0000 |     0.0000 |     0.0000
instant                   |     1.0000 |     0.0000 |     0.0000
 où                       |     1.0000 |     0.0000 |     0.0000
 la                       |     1.0000 |     0.0000 |     0.0000
 ch                       |     1.0000 |     0.0000 |     0.0000
aleur                     |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
s'es                      |     1.0000 |     0.0000 |     0.0000
t                         |     1.0000 |     0.0000 |     0.0000
 ap                       |     0.0000 |     0.0000 |     1.0000
od                        |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     1.0000 |     0.0000 |     0.0000
 de                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     1.0000 |     0.0000 |     0.0000
at                        |     0.0000 |     0.0000 |     1.0000
mos                       |     1.0000 |     0.0000 |     0.0000
f                         |     1.0000 |     0.0000 |     0.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 e                        |     1.0000 |     0.0000 |     0.0000
 la                       |     1.0000 |     0.0000 |     0.0000
 f                        |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
sta                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
dels                      |     1.0000 |     0.0000 |     0.0000
 enfants                  |     1.0000 |     0.0000 |     0.0000
                          |     1.0000 |     0.0000 |     0.0000
s                         |     1.0000 |     0.0000 |     0.0000
ac                        |     0.0000 |     0.0000 |     1.0000
aba                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
dins                      |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     1.0000 |     0.0000 |     0.0000
arena                     |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
L                         |     1.0000 |     0.0000 |     0.0000
a                         |     1.0000 |     0.0000 |     0.0000
iga                       |     0.0000 |     0.0000 |     1.0000
 de                       |     0.0000 |     0.0000 |     1.0000
 la                       |     1.0000 |     0.0000 |     0.0000
 mar                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
s                         |     1.0000 |     0.0000 |     0.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
cau                       |     0.0000 |     0.0000 |     1.0000
da                        |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 e                        |     1.0000 |     0.0000 |     0.0000
 la                       |     1.0000 |     0.0000 |     0.0000
 l                        |     0.0000 |     0.0000 |     1.0000
una                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
s                         |     1.0000 |     0.0000 |     0.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     1.0000 |     0.0000 |     0.0000
 al                       |     0.0000 |     0.0000 |     1.0000
ç                         |     0.0000 |     0.0000 |     1.0000
ada                       |     1.0000 |     0.0000 |     0.0000
                          |     0.0000 |     0.0000 |     1.0000
dins                      |     1.0000 |     0.0000 |     0.0000
 lo                       |     0.0000 |     0.0000 |     1.0000
 c                        |     0.0000 |     0.0000 |     1.0000
